Position,Classification_Code,Starting step,Coalition,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Chemist 3,3717,4,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Chemist 3,3717,5,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Chemist 3,3717,6,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Chemist 3,3717,7,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Chemist 3,3717,8,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Chemist 3,3717,9,Strikeable,8057,8999,9589,942,1532,21372,96684,115068
Chemist 3,3717,10,Strikeable,8450,8999,9589,549,1139,22341,101400,115068
Child Nutrition Specialist,5950,1,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Child Nutrition Specialist,5950,2,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Child Nutrition Specialist,5950,3,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Child Nutrition Specialist,5950,4,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Child Nutrition Specialist,5950,5,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Child Nutrition Specialist,5950,6,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Child Nutrition Specialist,5950,7,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Child Nutrition Specialist,5950,8,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Child Nutrition Specialist,5950,9,Strikeable,7678,8581,9143,903,1465,20437,92136,109716
Child Nutrition Specialist,5950,10,Strikeable,8057,8581,9143,524,1086,21372,96684,109716
Child Support Case Manager,5139,1,Strikeable,3790,4425,4943,635,1153,10848,45480,59316
Child Support Case Manager,5139,2,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Child Support Case Manager,5139,3,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Child Support Case Manager,5139,4,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Child Support Case Manager,5139,5,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Child Support Case Manager,5139,6,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Child Support Case Manager,5139,7,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Child Support Case Manager,5139,8,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Child Support Case Manager,5139,9,Strikeable,5503,6146,6549,643,1046,15073,66036,78588
Child Support Case Manager,5139,10,Strikeable,5771,6146,6549,375,778,15734,69252,78588
Child Support Case Manager Entry,5138,1,Strikeable,3483,4036,4498,553,1015,10091,41796,53976
Child Support Case Manager Entry,5138,2,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Child Support Case Manager Entry,5138,3,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Child Support Case Manager Entry,5138,4,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Child Support Case Manager Entry,5138,5,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Child Support Case Manager Entry,5138,6,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Child Support Case Manager Entry,5138,7,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Child Support Case Manager Entry,5138,8,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Child Support Case Manager Entry,5138,9,Strikeable,5019,5598,5964,579,945,13879,60228,71568
Child Support Case Manager Entry,5138,10,Strikeable,5256,5598,5964,342,708,14464,63072,71568
Child Support Specialist,5133,1,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Child Support Specialist,5133,2,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Child Support Specialist,5133,3,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Child Support Specialist,5133,4,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Child Support Specialist,5133,5,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Child Support Specialist,5133,6,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Child Support Specialist,5133,7,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Child Support Specialist,5133,8,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Child Support Specialist,5133,9,Strikeable,6051,6763,7206,712,1155,16424,72612,86472
Child Support Specialist,5133,10,Strikeable,6350,6763,7206,413,856,17162,76200,86472
Civil Engineering Specialist 1,3136,1,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Civil Engineering Specialist 1,3136,2,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Civil Engineering Specialist 1,3136,3,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Civil Engineering Specialist 1,3136,4,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Civil Engineering Specialist 1,3136,5,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Civil Engineering Specialist 1,3136,6,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Civil Engineering Specialist 1,3136,7,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Civil Engineering Specialist 1,3136,8,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Civil Engineering Specialist 1,3136,9,Strikeable,6664,7436,7923,772,1259,17936,79968,95076
Civil Engineering Specialist 1,3136,10,Strikeable,6982,7436,7923,454,941,18721,83784,95076
Civil Rights Investigator 1,5340,1,Strikeable,3790,4425,4943,635,1153,10848,45480,59316
Civil Rights Investigator 1,5340,2,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Civil Rights Investigator 1,5340,3,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Civil Rights Investigator 1,5340,4,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Civil Rights Investigator 1,5340,5,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Civil Rights Investigator 1,5340,6,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Civil Rights Investigator 1,5340,7,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Civil Rights Investigator 1,5340,8,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Civil Rights Investigator 1,5340,9,Strikeable,5503,6146,6549,643,1046,15073,66036,78588
Civil Rights Investigator 1,5340,10,Strikeable,5771,6146,6549,375,778,15734,69252,78588
Civil Rights Investigator 2,5341,1,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Civil Rights Investigator 2,5341,2,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Civil Rights Investigator 2,5341,3,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Civil Rights Investigator 2,5341,4,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Civil Rights Investigator 2,5341,5,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Civil Rights Investigator 2,5341,6,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Civil Rights Investigator 2,5341,7,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Civil Rights Investigator 2,5341,8,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Civil Rights Investigator 2,5341,9,Strikeable,6982,7803,8314,821,1332,18721,83784,99768
Civil Rights Investigator 2,5341,10,Strikeable,7327,7803,8314,476,987,19571,87924,99768
Claims Representative 1,5307,1,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Claims Representative 1,5307,2,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Claims Representative 1,5307,3,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Claims Representative 1,5307,4,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Claims Representative 1,5307,5,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Claims Representative 1,5307,6,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Claims Representative 1,5307,7,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Claims Representative 1,5307,8,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Claims Representative 1,5307,9,Strikeable,5771,6444,6866,673,1095,15734,69252,82392
Claims Representative 1,5307,10,Strikeable,6051,6444,6866,393,815,16424,72612,82392
Claims Representative 2,5308,1,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Claims Representative 2,5308,2,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Claims Representative 2,5308,3,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Claims Representative 2,5308,4,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Claims Representative 2,5308,5,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Claims Representative 2,5308,6,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Claims Representative 2,5308,7,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Claims Representative 2,5308,8,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Claims Representative 2,5308,9,Strikeable,6350,7097,7562,747,1212,17162,76200,90744
Claims Representative 2,5308,10,Strikeable,6664,7097,7562,433,898,17936,79968,90744
Client Care Surveyor,6685,1,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Client Care Surveyor,6685,2,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Client Care Surveyor,6685,3,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Client Care Surveyor,6685,4,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Client Care Surveyor,6685,5,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Client Care Surveyor,6685,6,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Client Care Surveyor,6685,7,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Client Care Surveyor,6685,8,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Client Care Surveyor,6685,9,Strikeable,7678,8581,9143,903,1465,20437,92136,109716
Client Care Surveyor,6685,10,Strikeable,8057,8581,9143,524,1086,21372,96684,109716
Clinical Laboratory Scientist,6833,1,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Clinical Laboratory Scientist,6833,2,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Clinical Laboratory Scientist,6833,3,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Clinical Laboratory Scientist,6833,4,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Clinical Laboratory Scientist,6833,5,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Clinical Laboratory Scientist,6833,6,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Clinical Laboratory Scientist,6833,7,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Clinical Laboratory Scientist,6833,8,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Clinical Laboratory Scientist,6833,9,Strikeable,6350,7097,7562,747,1212,17162,76200,90744
Clinical Laboratory Scientist,6833,10,Strikeable,6664,7097,7562,433,898,17936,79968,90744
Clinical Psychologist 1,6394,1,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Clinical Psychologist 1,6394,2,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Clinical Psychologist 1,6394,3,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Clinical Psychologist 1,6394,4,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Clinical Psychologist 1,6394,5,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
Clinical Psychologist 1,6394,6,Strikeable,8450,9447,10545,997,2095,22341,101400,126540
Clinical Psychologist 1,6394,7,Strikeable,8870,9897,11065,1027,2195,23377,106440,132780
Clinical Psychologist 1,6394,8,Strikeable,9293,10385,11622,1092,2329,24420,111516,139464
Clinical Psychologist 1,6394,9,Strikeable,9751,10908,11622,1157,1871,25550,117012,139464
Clinical Psychologist 1,6394,10,Strikeable,10242,10908,11622,666,1380,26761,122904,139464
Clinical Psychologist 2,6395,1,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Clinical Psychologist 2,6395,2,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Clinical Psychologist 2,6395,3,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
Clinical Psychologist 2,6395,4,Strikeable,8450,9447,10545,997,2095,22341,101400,126540
Clinical Psychologist 2,6395,5,Strikeable,8870,9897,11065,1027,2195,23377,106440,132780
Clinical Psychologist 2,6395,6,Strikeable,9293,10385,11622,1092,2329,24420,111516,139464
Clinical Psychologist 2,6395,7,Strikeable,9751,10908,12187,1157,2436,25550,117012,146244
Clinical Psychologist 2,6395,8,Strikeable,10242,11438,12785,1196,2543,26761,122904,153420
Clinical Psychologist 2,6395,9,Strikeable,10740,11999,12785,1259,2045,27989,128880,153420
Clinical Psychologist 2,6395,10,Strikeable,11267,11999,12785,732,1518,29289,135204,153420
Communicable Disease Analyst,5903,1,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Communicable Disease Analyst,5903,2,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Communicable Disease Analyst,5903,3,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Communicable Disease Analyst,5903,4,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Communicable Disease Analyst,5903,5,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Communicable Disease Analyst,5903,6,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Communicable Disease Analyst,5903,7,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Communicable Disease Analyst,5903,8,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Communicable Disease Analyst,5903,9,Strikeable,5771,6444,6866,673,1095,15734,69252,82392
Communicable Disease Analyst,5903,10,Strikeable,6051,6444,6866,393,815,16424,72612,82392
Community Outreach Specialist,6614,1,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Community Outreach Specialist,6614,2,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Community Outreach Specialist,6614,3,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Community Outreach Specialist,6614,4,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Community Outreach Specialist,6614,5,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Community Outreach Specialist,6614,6,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Community Outreach Specialist,6614,7,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Community Outreach Specialist,6614,8,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Community Outreach Specialist,6614,9,Strikeable,6982,7803,8314,821,1332,18721,83784,99768
Community Outreach Specialist,6614,10,Strikeable,7327,7803,8314,476,987,19571,87924,99768
Compliance Specialist 1,5346,1,Strikeable,3790,4425,4943,635,1153,10848,45480,59316
Compliance Specialist 1,5346,2,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Compliance Specialist 1,5346,3,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Compliance Specialist 1,5346,4,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Compliance Specialist 1,5346,5,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Compliance Specialist 1,5346,6,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Compliance Specialist 1,5346,7,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Compliance Specialist 1,5346,8,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Compliance Specialist 1,5346,9,Strikeable,5503,6146,6549,643,1046,15073,66036,78588
Compliance Specialist 1,5346,10,Strikeable,5771,6146,6549,375,778,15734,69252,78588
Compliance Specialist 2,5347,1,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Compliance Specialist 2,5347,2,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Compliance Specialist 2,5347,3,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Compliance Specialist 2,5347,4,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Compliance Specialist 2,5347,5,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Compliance Specialist 2,5347,6,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Compliance Specialist 2,5347,7,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Compliance Specialist 2,5347,8,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Compliance Specialist 2,5347,9,Strikeable,6664,7436,7923,772,1259,17936,79968,95076
Compliance Specialist 2,5347,10,Strikeable,6982,7436,7923,454,941,18721,83784,95076
Compliance Specialist 3,5348,1,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Compliance Specialist 3,5348,2,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Compliance Specialist 3,5348,3,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Compliance Specialist 3,5348,4,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Compliance Specialist 3,5348,5,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Compliance Specialist 3,5348,6,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Compliance Specialist 3,5348,7,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Compliance Specialist 3,5348,8,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Compliance Specialist 3,5348,9,Strikeable,8057,8999,9589,942,1532,21372,96684,115068
Compliance Specialist 3,5348,10,Strikeable,8450,8999,9589,549,1139,22341,101400,115068
Construction Inspector,3365,1,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Construction Inspector,3365,2,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Construction Inspector,3365,3,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Construction Inspector,3365,4,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Construction Inspector,3365,5,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Construction Inspector,3365,6,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Construction Inspector,3365,7,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Construction Inspector,3365,8,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Construction Inspector,3365,9,Strikeable,7327,8177,8713,850,1386,19571,87924,104556
Construction Inspector,3365,10,Strikeable,7678,8177,8713,499,1035,20437,92136,104556
Construction Project Manager 1,3367,1,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Construction Project Manager 1,3367,2,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Construction Project Manager 1,3367,3,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Construction Project Manager 1,3367,4,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Construction Project Manager 1,3367,5,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Construction Project Manager 1,3367,6,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Construction Project Manager 1,3367,7,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Construction Project Manager 1,3367,8,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Construction Project Manager 1,3367,9,Strikeable,7327,8177,8713,850,1386,19571,87924,104556
Construction Project Manager 1,3367,10,Strikeable,7678,8177,8713,499,1035,20437,92136,104556
Construction Project Manager 2,3368,1,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Construction Project Manager 2,3368,2,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Construction Project Manager 2,3368,3,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Construction Project Manager 2,3368,4,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Construction Project Manager 2,3368,5,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
