Position,Classification_Code,Starting step,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Word Processing Technician 2,531,1,0,,,,,"$1,500 ",0,
Word Processing Technician 3,533,1,3095,3592,3995,497,900,"$9,134 ",37140,47940
Youth Corrections Unit Coordinator,6755,1,4155,4639,5181,484,1026,"$11,748 ",49860,62172
Accountant 1,1316,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Accountant 2,1317,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Accountant 3,1318,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Accounting Technician,313,2,3629,4046,4512,417,883,"$10,451 ",43548,54144
Activities Coordinator,6530,2,3629,4235,4723,606,1094,"$10,451 ",43548,56676
Administrative Law Judge 1,1510,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Administrative Law Judge 2,1511,2,6982,7800,8717,818,1735,"$18,721 ",83784,104604
Administrative Law Judge 3,1513,2,8450,9442,10554,992,2104,"$22,341 ",101400,126648
Administrative Specialist 1,107,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Administrative Specialist 2,108,2,3790,4227,4718,437,928,"$10,848 ",45480,56616
Adult Protective Service Specialist,6616,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
Aerial Photographer,3540,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Aircraft Pilot,8333,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Appraiser Analyst 1,735,2,3483,3882,4328,399,845,"$10,091 ",41796,51936
Appraiser Analyst 2,736,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
Appraiser Analyst 3,737,2,5503,6146,6866,643,1363,"$15,073 ",66036,82392
Appraiser Analyst 4,738,2,6350,7093,7927,743,1577,"$17,162 ",76200,95124
Apprenticeship Representative,4380,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Automotive Fleet Attendant,4417,2,3005,3470,3851,465,846,"$8,912 ",36060,46212
Automotive Technician 1,4418,2,3629,4046,4512,417,883,"$10,451 ",43548,54144
Automotive Technician 2,4419,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Behavioral Health Specialist 1,6531,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Behavioral Health Specialist 2,6534,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Behavioral Health Specialist 3,6535,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Biological Science Assistant,3769,2,0,,,,,"$1,500 ",0,
Business & Employment Specialist 2,6699,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Carpenter,4003,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Certified Occupation Therapist Assistant,6506,2,3790,4428,4941,638,1151,"$10,848 ",45480,59292
Chaplain,6680,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Chemist 1,3715,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Chemist 2,3716,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Chemist 3,3717,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Child Nutrition Specialist,5950,2,5503,6146,6866,643,1363,"$15,073 ",66036,82392
Child Support Case Manager,5139,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Child Support Case Manager Entry,5138,2,3629,4046,4512,417,883,"$10,451 ",43548,54144
Child Support Specialist,5133,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Civil Engineering Specialist 1,3136,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
Civil Rights Investigator 1,5340,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Civil Rights Investigator 2,5341,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Claims Representative 1,5307,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Claims Representative 2,5308,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Client Care Surveyor,6685,2,5503,6146,6866,643,1363,"$15,073 ",66036,82392
Clinical Laboratory Scientist,6833,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Clinical Psychologist 1,6394,2,6982,7800,8717,818,1735,"$18,721 ",83784,104604
Clinical Psychologist 2,6395,2,7678,8578,9587,900,1909,"$20,437 ",92136,115044
Communicable Disease Analyst,5903,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Community Outreach Specialist,6614,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Compliance Specialist 1,5346,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Compliance Specialist 2,5347,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
Compliance Specialist 3,5348,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Construction Inspector,3365,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Construction Project Manager 1,3367,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Construction Project Manager 2,3368,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Construction Project Manager 3,3369,2,6982,7800,8717,818,1735,"$18,721 ",83784,104604
Cook,9117,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Custodial Services Coordinator,4103,2,0,,,,,"$1,500 ",0,
Custodian,4101,2,0,,,,,"$1,500 ",0,
Data Entry Control Technician,1475,2,0,,,,,"$1,500 ",0,
Data Entry Operator,501,2,0,,,,,"$1,500 ",0,
Dental Assistant 2,6394,2,3790,4428,4941,638,1151,"$10,848 ",45480,59292
Dental Hygienist,6396,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Dietitian 2,6371,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Disability Analyst 1,5936,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Disability Analyst 2,5937,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
Disability Analyst 2,5937,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
District Veterinarian,6440,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
DOJ Claims Examiner,5933,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Dormitory Counselor 1,6767,2,3218,3578,3979,360,761,"$9,437 ",38616,47748
Dormitory Counselor 2,6768,2,3790,4227,4718,437,928,"$10,848 ",45480,56616
Economist 1,1161,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Economist 2,1163,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Economist 3,1163,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Economist 4,1164,2,6982,7800,8717,818,1735,"$18,721 ",83784,104604
Education Program Specialist 1,3300,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Education Program Specialist 2,3301,2,6982,7800,8717,818,1735,"$18,721 ",83784,104604
Electrician 2,4008,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Electrician 3,4009,2,5503,6146,6866,643,1363,"$15,073 ",66036,82392
Electronic Publishing Design Specialist 1,3510,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Electronic Publishing Design Specialist 2,3511,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Electronic Publishing Design Specialist 3,3513,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Electronic Security Technician 2,4051,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Employment Adjudicator,6693,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Employment Appeals Board Legal Staff,1543,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Engineering Technician 2,3110,2,3629,4046,4512,417,883,"$10,451 ",43548,54144
Engineering Technician 3,3111,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Environmental Engineer 2,3411,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Environmental Engineer 3,3413,2,6982,7800,8717,818,1735,"$18,721 ",83784,104604
Environmental Health Specialist 3,3819,2,5503,6146,6866,643,1363,"$15,073 ",66036,82392
Epidemiologist 1,6316,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Epidemiologist 2,6317,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Epidemiologist 3,6318,2,6664,7444,8318,780,1654,"$17,936 ",79968,99816
Equipment Operator,4433,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Executive Assistant,830,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
Executive Support Specialist 1,118,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Executive Support Specialist 2,119,2,3790,4227,4718,437,928,"$10,848 ",45480,56616
Facilities Engineer 1,3351,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Facilities Engineer 3,3353,2,6982,7800,8717,818,1735,"$18,721 ",83784,104604
Facility Energy Technician 2,4033,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Facility Energy Technician 3,4034,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Facility Energy Technician 4,4035,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Facility Maintenance Specialist,4013,2,3483,3882,4328,399,845,"$10,091 ",41796,51936
Facility Operations Specialist 1,4014,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Facility Operations Specialist 2,4015,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Financial Enforcement Officer,1547,2,6664,7444,8318,780,1654,"$17,936 ",79968,99816
Financial Examiner 1,5675,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Financial Examiner 2,5676,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Financial Examiner 3,5677,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Financial Investigator 1,5335,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Fiscal Analyst 1,1343,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Fiscal Analyst 2,1344,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Fiscal Analyst 3,1345,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Fiscal Auditor 1,5641,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Fish and Wildlife Technical Coordinator,8346,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Fish and Wildlife Technician,8341,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Fish and Wildlife Technician,8341,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Fish and Wildlife Technician Entry,8340,2,0,,,,,"$1,500 ",0,
Fish and Wildlife Technician Senior,8343,2,3629,4046,4512,417,883,"$10,451 ",43548,54144
Food Service Worker,9103,2,0,,,,,"$1,500 ",0,
Food Service Worker,9103,2,0,,,,,"$1,500 ",0,
Forest Crew Coordinator,8318,2,3629,4046,4512,417,883,"$10,451 ",43548,54144
Forest Lookout,8353,2,0,,,,,"$1,500 ",0,
Forest Management Technician,8311,2,3218,3578,3979,360,761,"$9,437 ",38616,47748
Forest Officer,8357,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Geologist 2,3531,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Governmental Auditor 1,5646,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Governmental Auditor 2,5647,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Governmental Auditor 3,5648,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Grounds Maintenance Worker 1,4109,2,3005,3470,3851,465,846,"$8,912 ",36060,46212
Grounds Maintenance Worker 2,4110,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Grounds Maintenance Worker 2,4110,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Group Life Coordinator 1,6750,2,3095,3580,3975,485,880,"$9,134 ",37140,47700
Group Life Coordinator 2,6751,2,3629,4235,4723,606,1094,"$10,451 ",43548,56676
Hairdresser,9300,2,0,,,,,"$1,500 ",0,
Health Care Investigator/Advisor,5911,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Health Information Specialist,15,2,3483,3882,4328,399,845,"$10,091 ",41796,51936
Heavy Equipment Technician 1,4437,2,0,,,,,"$1,500 ",0,
Heavy Equipment Technician 2,4438,2,0,,,,,"$1,500 ",0,
Human Services Assistant 2,6606,2,3218,3578,3979,360,761,"$9,437 ",38616,47748
Human Services Case Manager,6630,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Human Services Specialist 1,6657,2,3095,3435,3814,340,719,"$9,134 ",37140,45768
Human Services Specialist 2,6658,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Human Services Specialist 3,6659,2,3629,4046,4512,417,883,"$10,451 ",43548,54144
Human Services Specialist 4,6660,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Incident Response Operations Specialist,4165,2,3790,4227,4718,437,928,"$10,848 ",45480,56616
Industrial Hygienist 2,5706,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Industrial Hygienist 3,5707,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Industrial Hygienist 4,5708,2,6350,7093,7927,743,1577,"$17,162 ",76200,95124
Information Systems Specialist 2,1483,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Information Systems Specialist 3,1483,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Information Systems Specialist 4,1484,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
Information Systems Specialist 5,1485,2,5503,6146,6866,643,1363,"$15,073 ",66036,82392
Information Systems Specialist 6,1486,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Information Systems Specialist 7,1487,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Information Systems Specialist 8,1488,2,6350,7093,7927,743,1577,"$17,162 ",76200,95124
Institution Registered Nurse,6314,2,7074,7891,8807,817,1733,"$18,947 ",84888,105684
Insurance Examiner,5748,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Insurance Examiner Entry,5747,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Investigator 1,5331,2,3629,4046,4512,417,883,"$10,451 ",43548,54144
Investigator 2,5333,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Investigator 3,5333,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Investment Analyst 1,1333,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Investment Analyst 2,1333,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Investment Analyst 3,1334,2,6982,7800,8717,818,1735,"$18,721 ",83784,104604
Juvenile Probation/Social Services Officer/Juvenile Correction Counselor,6633,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Laboratory Technician 2,6811,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Laborer/Student Worker,4116,2,0,,,,,"$1,500 ",0,
Legal Secretary,110,2,3483,3882,4328,399,845,"$10,091 ",41796,51936
Librarian,3330,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Licensed Practical Nurse,6135,2,4339,4843,5407,504,1068,"$12,202 ",52068,64884
Livestock Brand Inspector,5430,2,3095,3435,3814,340,719,"$9,134 ",37140,45768
Loan Specialist 1,1001,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Loan Specialist 2,1003,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Loan Specialist 3,1003,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Machinist,4018,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Mail Delivery Driver,4404,2,3095,3435,3814,340,719,"$9,134 ",37140,45768
Mail Equipment Operator 1,403,2,0,,,,,"$1,500 ",0,
Mail Equipment Operator 2,404,2,3095,3435,3814,340,719,"$9,134 ",37140,45768
Mail Services Assistant,405,2,0,,,,,"$1,500 ",0,
Manual Arts Instructor,3304,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Medical Consultant,7538,2,9293,10384,11608,1091,2315,"$24,420 ",111516,139296
Medical Laboratory Technician 1,6830,2,3483,3882,4328,399,845,"$10,091 ",41796,51936
Medical Laboratory Technician 2,6831,2,3790,4227,4718,437,928,"$10,848 ",45480,56616
Medical Review Coordinator,6310,2,7074,7891,8807,817,1733,"$18,947 ",84888,105684
Mental Health Security Technician,6708,2,3335,3878,4317,543,982,"$9,726 ",40020,51804
Mental Health Therapist 1,6711,2,3335,3878,4317,543,982,"$9,726 ",40020,51804
Mental Health Therapist 2,6713,2,3629,4235,4723,606,1094,"$10,451 ",43548,56676
Mental Health Therapy Coordinator,6718,2,3629,4235,4723,606,1094,"$10,451 ",43548,56676
Mental Health Therapy Technician,6710,2,3095,3580,3975,485,880,"$9,134 ",37140,47700
Mental Health Therapy Technician,6710,2,3095,3580,3975,485,880,"$9,134 ",37140,47700
Microbiologist 1,3779,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Microbiologist 2,3780,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
Microbiologist 3,3781,2,5503,6146,6866,643,1363,"$15,073 ",66036,82392
Motor Carrier Enforcement Officer 1,5857,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Motor Carrier Enforcement Officer 2,5858,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Natural Resource Specialist 1,8501,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Natural Resource Specialist 2,8503,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Natural Resource Specialist 3,8503,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Natural Resource Specialist 4,8504,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Natural Resource Specialist 5,8505,2,6664,7444,8318,780,1654,"$17,936 ",79968,99816
Nutrition Consultant,5955,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Occupational Safety Specialist 1,5709,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Occupational Safety Specialist 2,5710,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Occupational Safety Specialist 3,5711,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Occupational Therapist,6508,2,6664,7444,8318,780,1654,"$17,936 ",79968,99816
Office Assistant 1,101,2,0,,,,,"$1,500 ",0,
Office Assistant 2,103,2,0,,,,,"$1,500 ",0,
Office Coordinator,801,2,3095,3435,3814,340,719,"$9,134 ",37140,45768
Office Specialist 1,103,2,0,,,,,"$1,500 ",0,
Office Specialist 2,104,2,3095,3435,3814,340,719,"$9,134 ",37140,45768
Operations & Policy Analyst 1,870,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Operations & Policy Analyst 2,871,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Operations & Policy Analyst 3,873,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Operations & Policy Analyst 4,873,2,6664,7444,8318,780,1654,"$17,936 ",79968,99816
Painter,4001,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Paralegal,1534,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Park Ranger 1,8434,2,3483,3882,4328,399,845,"$10,091 ",41796,51936
Park Ranger 2,8435,2,3790,4227,4718,437,928,"$10,848 ",45480,56616
Park Ranger 3,8436,2,4155,4638,5180,483,1025,"$11,748 ",49860,62160
Park Ranger Assistant,8433,2,0,,,,,"$1,500 ",0,
Park Specialist,8445,2,3335,3711,4132,376,797,"$9,726 ",40020,49584
Parking Services Representative,5550,2,3005,3470,3851,465,846,"$8,912 ",36060,46212
Parts Specialist 2,783,2,3790,4227,4718,437,928,"$10,848 ",45480,56616
Payroll Analyst,314,2,3964,4424,4939,460,975,"$11,277 ",47568,59268
Pharmacist,6360,2,9293,10384,11608,1091,2315,"$24,420 ",111516,139296
Pharmacist 2,6363,2,10242,11446,12798,1204,2556,"$26,761 ",122904,153576
Pharmacist Resident,6361,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Pharmacy Clerk & Technician 2,6388,2,3218,3735,4154,517,936,"$9,437 ",38616,49848
Pharmacy Clerk & Technician 3,6389,2,3335,3878,4317,543,982,"$9,726 ",40020,51804
Physical Therapist,6503,2,6350,7093,7927,743,1577,"$17,162 ",76200,95124
Physical/Electronic Security Technician,4037,2,3790,4227,4718,437,928,"$10,848 ",45480,56616
Physical/Electronic Security Technician 3,4039,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Physician's Assistant,6357,2,6982,7800,8717,818,1735,"$18,721 ",83784,104604
Planner 2,1097,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Plumber,4005,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Preadmissions Screening Specialist,6684,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Print Services Technician,3446,2,3218,3578,3979,360,761,"$9,437 ",38616,47748
Printing Production Coordinator,3475,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Procurement & Contract Specialist 1,436,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Procurement & Contract Specialist 2,437,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Procurement & Contract Specialist 3,438,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Procurement And Contract Assistant,435,2,3629,4046,4512,417,883,"$10,451 ",43548,54144
Program Analyst 1,860,2,4356,4863,5432,507,1076,"$12,244 ",52272,65184
Program Analyst 2,861,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Program Analyst 3,863,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Program Analyst 4,863,2,6350,7093,7927,743,1577,"$17,162 ",76200,95124
Project Manager 1,854,2,5256,5868,6555,612,1299,"$14,464 ",63072,78660
Project Manager 2,855,2,6051,6760,7555,709,1504,"$16,424 ",72612,90660
Project Manager 3,856,2,6664,7444,8318,780,1654,"$17,936 ",79968,99816
Psychiatric Social Worker,6730,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Public Affairs Specialist 1,864,2,4776,5334,5959,558,1183,"$13,280 ",57312,71508
Public Affairs Specialist 2,865,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
Public Affairs Specialist 3,866,2,6350,7093,7927,743,1577,"$17,162 ",76200,95124
Public Health Educator 1,3337,2,4555,5086,5681,531,1126,"$12,735 ",54660,68172
Public Health Educator 2,3338,2,5019,5606,6264,587,1245,"$13,879 ",60228,75168
Public Health Nurse 2,6339,2,7074,7891,8807,817,1733,"$18,947 ",84888,105684
Public Health Toxicologist 1,3433,2,5771,6446,7204,675,1433,"$15,734 ",69252,86448
