Position,Classification code,Current Step,current_monthly,monthly_pay_at_contract_end,difference in monthly pay,pct_change,Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract,Difference in annual pay
Behavioral Health Specialist 2,6534,8,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Behavioral Health Specialist 2,6534,9,7327,8705,1378,18.81%,"$19,571 ","$87,924 ","$104,460 ","$16,536 "
Behavioral Health Specialist 2,6534,10,7678,8712,1034,13.47%,"$20,437 ","$92,136 ","$104,544 ","$12,408 "
Behavioral Health Specialist 3,6535,1,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Behavioral Health Specialist 3,6535,2,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Behavioral Health Specialist 3,6535,3,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Behavioral Health Specialist 3,6535,4,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Behavioral Health Specialist 3,6535,5,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Behavioral Health Specialist 3,6535,6,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Behavioral Health Specialist 3,6535,7,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Behavioral Health Specialist 3,6535,8,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Behavioral Health Specialist 3,6535,9,8057,9572,1515,18.80%,"$21,372 ","$96,684 ","$114,864 ","$18,180 "
Behavioral Health Specialist 3,6535,10,8450,9588,1138,13.47%,"$22,341 ","$101,400 ","$115,056 ","$13,656 "
Biological Science Assistant,3769,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Biological Science Assistant,3769,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Biological Science Assistant,3769,3,0,0,0,,"$1,500 ",$-   , $-   , $-   
Biological Science Assistant,3769,4,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Biological Science Assistant,3769,5,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Biological Science Assistant,3769,6,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Biological Science Assistant,3769,7,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Biological Science Assistant,3769,8,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Biological Science Assistant,3769,9,3629,4311,682,18.79%,"$10,451 ","$43,548 ","$51,732 ","$8,184 "
Biological Science Assistant,3769,10,3790,4300,510,13.46%,"$10,848 ","$45,480 ","$51,600 ","$6,120 "
Business & Employment Specialist 2,6699,1,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Business & Employment Specialist 2,6699,2,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Business & Employment Specialist 2,6699,3,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Business & Employment Specialist 2,6699,4,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Business & Employment Specialist 2,6699,5,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Business & Employment Specialist 2,6699,6,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Business & Employment Specialist 2,6699,7,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Business & Employment Specialist 2,6699,8,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Business & Employment Specialist 2,6699,9,5503,6538,1035,18.81%,"$15,073 ","$66,036 ","$78,456 ","$12,420 "
Business & Employment Specialist 2,6699,10,5771,6548,777,13.46%,"$15,734 ","$69,252 ","$78,576 ","$9,324 "
Carpenter,4003,1,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Carpenter,4003,2,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Carpenter,4003,3,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Carpenter,4003,4,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Carpenter,4003,5,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Carpenter,4003,6,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Carpenter,4003,7,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Carpenter,4003,8,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Carpenter,4003,9,5771,6856,1085,18.80%,"$15,734 ","$69,252 ","$82,272 ","$13,020 "
Carpenter,4003,10,6051,6866,815,13.47%,"$16,424 ","$72,612 ","$82,392 ","$9,780 "
Certified Occupation Therapist Assistant,6506,1,3629,4726,1097,30.23%,"$10,451 ","$43,548 ","$56,712 ","$13,164 "
Certified Occupation Therapist Assistant,6506,2,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Certified Occupation Therapist Assistant,6506,3,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Certified Occupation Therapist Assistant,6506,4,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Certified Occupation Therapist Assistant,6506,5,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Certified Occupation Therapist Assistant,6506,6,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Certified Occupation Therapist Assistant,6506,7,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Certified Occupation Therapist Assistant,6506,8,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Certified Occupation Therapist Assistant,6506,9,5256,6244,988,18.80%,"$14,464 ","$63,072 ","$74,928 ","$11,856 "
Certified Occupation Therapist Assistant,6506,10,5503,6244,741,13.47%,"$15,073 ","$66,036 ","$74,928 ","$8,892 "
Chaplain,6680,1,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Chaplain,6680,2,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Chaplain,6680,3,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Chaplain,6680,4,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Chaplain,6680,5,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Chaplain,6680,6,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Chaplain,6680,7,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Chaplain,6680,8,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Chaplain,6680,9,6350,7544,1194,18.80%,"$17,162 ","$76,200 ","$90,528 ","$14,328 "
Chaplain,6680,10,6664,7562,898,13.48%,"$17,936 ","$79,968 ","$90,744 ","$10,776 "
Chemist 1,3715,1,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Chemist 1,3715,2,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Chemist 1,3715,3,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Chemist 1,3715,4,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Chemist 1,3715,5,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Chemist 1,3715,6,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Chemist 1,3715,7,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Chemist 1,3715,8,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Chemist 1,3715,9,6350,7544,1194,18.80%,"$17,162 ","$76,200 ","$90,528 ","$14,328 "
Chemist 1,3715,10,6664,7562,898,13.48%,"$17,936 ","$79,968 ","$90,744 ","$10,776 "
Chemist 2,3716,1,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Chemist 2,3716,2,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Chemist 2,3716,3,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Chemist 2,3716,4,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Chemist 2,3716,5,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Chemist 2,3716,6,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Chemist 2,3716,7,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Chemist 2,3716,8,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Chemist 2,3716,9,6982,8295,1313,18.81%,"$18,721 ","$83,784 ","$99,540 ","$15,756 "
Chemist 2,3716,10,7327,8314,987,13.47%,"$19,571 ","$87,924 ","$99,768 ","$11,844 "
Chemist 3,3717,1,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Chemist 3,3717,2,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Chemist 3,3717,3,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Chemist 3,3717,4,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Chemist 3,3717,5,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Chemist 3,3717,6,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Chemist 3,3717,7,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Chemist 3,3717,8,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Chemist 3,3717,9,8057,9572,1515,18.80%,"$21,372 ","$96,684 ","$114,864 ","$18,180 "
Chemist 3,3717,10,8450,9588,1138,13.47%,"$22,341 ","$101,400 ","$115,056 ","$13,656 "
Child Nutrition Specialist,5950,1,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Child Nutrition Specialist,5950,2,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Child Nutrition Specialist,5950,3,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Child Nutrition Specialist,5950,4,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Child Nutrition Specialist,5950,5,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Child Nutrition Specialist,5950,6,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Child Nutrition Specialist,5950,7,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Child Nutrition Specialist,5950,8,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Child Nutrition Specialist,5950,9,7678,9122,1444,18.81%,"$20,437 ","$92,136 ","$109,464 ","$17,328 "
Child Nutrition Specialist,5950,10,8057,9142,1085,13.47%,"$21,372 ","$96,684 ","$109,704 ","$13,020 "
Child Support Case Manager,5139,1,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Child Support Case Manager,5139,2,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Child Support Case Manager,5139,3,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Child Support Case Manager,5139,4,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Child Support Case Manager,5139,5,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Child Support Case Manager,5139,6,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Child Support Case Manager,5139,7,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Child Support Case Manager,5139,8,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Child Support Case Manager,5139,9,5503,6538,1035,18.81%,"$15,073 ","$66,036 ","$78,456 ","$12,420 "
Child Support Case Manager,5139,10,5771,6548,777,13.46%,"$15,734 ","$69,252 ","$78,576 ","$9,324 "
Child Support Case Manager Entry,5138,1,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Child Support Case Manager Entry,5138,2,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Child Support Case Manager Entry,5138,3,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Child Support Case Manager Entry,5138,4,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Child Support Case Manager Entry,5138,5,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Child Support Case Manager Entry,5138,6,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Child Support Case Manager Entry,5138,7,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Child Support Case Manager Entry,5138,8,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Child Support Case Manager Entry,5138,9,5019,5963,944,18.81%,"$13,879 ","$60,228 ","$71,556 ","$11,328 "
Child Support Case Manager Entry,5138,10,5256,5964,708,13.47%,"$14,464 ","$63,072 ","$71,568 ","$8,496 "
Child Support Specialist,5133,1,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Child Support Specialist,5133,2,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Child Support Specialist,5133,3,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Child Support Specialist,5133,4,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Child Support Specialist,5133,5,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Child Support Specialist,5133,6,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Child Support Specialist,5133,7,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Child Support Specialist,5133,8,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Child Support Specialist,5133,9,6051,7189,1138,18.81%,"$16,424 ","$72,612 ","$86,268 ","$13,656 "
Child Support Specialist,5133,10,6350,7205,855,13.46%,"$17,162 ","$76,200 ","$86,460 ","$10,260 "
Civil Engineering Specialist 1,3136,1,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Civil Engineering Specialist 1,3136,2,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Civil Engineering Specialist 1,3136,3,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Civil Engineering Specialist 1,3136,4,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Civil Engineering Specialist 1,3136,5,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Civil Engineering Specialist 1,3136,6,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Civil Engineering Specialist 1,3136,7,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Civil Engineering Specialist 1,3136,8,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Civil Engineering Specialist 1,3136,9,6664,7917,1253,18.80%,"$17,936 ","$79,968 ","$95,004 ","$15,036 "
Civil Engineering Specialist 1,3136,10,6982,7922,940,13.46%,"$18,721 ","$83,784 ","$95,064 ","$11,280 "
Civil Rights Investigator 1,5340,1,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Civil Rights Investigator 1,5340,2,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Civil Rights Investigator 1,5340,3,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Civil Rights Investigator 1,5340,4,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Civil Rights Investigator 1,5340,5,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Civil Rights Investigator 1,5340,6,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Civil Rights Investigator 1,5340,7,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Civil Rights Investigator 1,5340,8,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Civil Rights Investigator 1,5340,9,5503,6538,1035,18.81%,"$15,073 ","$66,036 ","$78,456 ","$12,420 "
Civil Rights Investigator 1,5340,10,5771,6548,777,13.46%,"$15,734 ","$69,252 ","$78,576 ","$9,324 "
Civil Rights Investigator 2,5341,1,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Civil Rights Investigator 2,5341,2,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Civil Rights Investigator 2,5341,3,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Civil Rights Investigator 2,5341,4,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Civil Rights Investigator 2,5341,5,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Civil Rights Investigator 2,5341,6,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Civil Rights Investigator 2,5341,7,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Civil Rights Investigator 2,5341,8,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Civil Rights Investigator 2,5341,9,6982,8295,1313,18.81%,"$18,721 ","$83,784 ","$99,540 ","$15,756 "
Civil Rights Investigator 2,5341,10,7327,8314,987,13.47%,"$19,571 ","$87,924 ","$99,768 ","$11,844 "
Claims Representative 1,5307,1,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Claims Representative 1,5307,2,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Claims Representative 1,5307,3,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Claims Representative 1,5307,4,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Claims Representative 1,5307,5,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Claims Representative 1,5307,6,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Claims Representative 1,5307,7,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Claims Representative 1,5307,8,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Claims Representative 1,5307,9,5771,6856,1085,18.80%,"$15,734 ","$69,252 ","$82,272 ","$13,020 "
Claims Representative 1,5307,10,6051,6866,815,13.47%,"$16,424 ","$72,612 ","$82,392 ","$9,780 "
Claims Representative 2,5308,1,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Claims Representative 2,5308,2,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Claims Representative 2,5308,3,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Claims Representative 2,5308,4,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Claims Representative 2,5308,5,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Claims Representative 2,5308,6,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Claims Representative 2,5308,7,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Claims Representative 2,5308,8,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Claims Representative 2,5308,9,6350,7544,1194,18.80%,"$17,162 ","$76,200 ","$90,528 ","$14,328 "
Claims Representative 2,5308,10,6664,7562,898,13.48%,"$17,936 ","$79,968 ","$90,744 ","$10,776 "
Client Care Surveyor,6685,1,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Client Care Surveyor,6685,2,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Client Care Surveyor,6685,3,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Client Care Surveyor,6685,4,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Client Care Surveyor,6685,5,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Client Care Surveyor,6685,6,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Client Care Surveyor,6685,7,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Client Care Surveyor,6685,8,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Client Care Surveyor,6685,9,7678,9122,1444,18.81%,"$20,437 ","$92,136 ","$109,464 ","$17,328 "
Client Care Surveyor,6685,10,8057,9142,1085,13.47%,"$21,372 ","$96,684 ","$109,704 ","$13,020 "
Clinical Laboratory Scientist,6833,1,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Clinical Laboratory Scientist,6833,2,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Clinical Laboratory Scientist,6833,3,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Clinical Laboratory Scientist,6833,4,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Clinical Laboratory Scientist,6833,5,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Clinical Laboratory Scientist,6833,6,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Clinical Laboratory Scientist,6833,7,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Clinical Laboratory Scientist,6833,8,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Clinical Laboratory Scientist,6833,9,6350,7544,1194,18.80%,"$17,162 ","$76,200 ","$90,528 ","$14,328 "
Clinical Laboratory Scientist,6833,10,6664,7562,898,13.48%,"$17,936 ","$79,968 ","$90,744 ","$10,776 "
Clinical Psychologist 1,6394,1,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Clinical Psychologist 1,6394,2,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Clinical Psychologist 1,6394,3,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Clinical Psychologist 1,6394,4,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Clinical Psychologist 1,6394,5,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Clinical Psychologist 1,6394,6,8450,10511,2061,24.39%,"$22,341 ","$101,400 ","$126,132 ","$24,732 "
Clinical Psychologist 1,6394,7,8870,11033,2163,24.39%,"$23,377 ","$106,440 ","$132,396 ","$25,956 "
Clinical Psychologist 1,6394,8,9293,11559,2266,24.38%,"$24,420 ","$111,516 ","$138,708 ","$27,192 "
Clinical Psychologist 1,6394,9,9751,11585,1834,18.81%,"$25,550 ","$117,012 ","$139,020 ","$22,008 "
Clinical Psychologist 1,6394,10,10242,11622,1380,13.47%,"$26,761 ","$122,904 ","$139,464 ","$16,560 "
Clinical Psychologist 2,6395,1,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Clinical Psychologist 2,6395,2,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Clinical Psychologist 2,6395,3,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Clinical Psychologist 2,6395,4,8450,10511,2061,24.39%,"$22,341 ","$101,400 ","$126,132 ","$24,732 "
Clinical Psychologist 2,6395,5,8870,11033,2163,24.39%,"$23,377 ","$106,440 ","$132,396 ","$25,956 "
Clinical Psychologist 2,6395,6,9293,11559,2266,24.38%,"$24,420 ","$111,516 ","$138,708 ","$27,192 "
Clinical Psychologist 2,6395,7,9751,12129,2378,24.39%,"$25,550 ","$117,012 ","$145,548 ","$28,536 "
Clinical Psychologist 2,6395,8,10242,12740,2498,24.39%,"$26,761 ","$122,904 ","$152,880 ","$29,976 "
